Weight (kg),Activity Level (steps),Heart Rate (bpm),Calorie Burn,Temperature (C),Food Intake (calories),Water Intake (ml),Breathing Rate (breaths/min),Barking Frequency,Behaviour Pattern
25.4549,216,111,23.3,27.7,587.1,226,19,None,Eating
25.4549,1576,136,149.4,29.9,0,0,30,Low,Walking
25.4549,283,110,28.7,24.8,0,221.2,19,None,Normal
25.4549,323,116,31.4,27,0,141.3,22,None,Normal
25.4549,338,107,34.8,26.8,0,203.9,20,None,Normal
25.4549,297,115,31,26.3,0,212.4,17,None,Normal
25.4549,319,110,32,25.5,0,59.1,22,Low,Normal
25.4549,133,112,13.5,28.1,582.6,126.7,24,None,Eating
25.4549,1286,131,122.1,31.1,0,0,23,Medium,Playing
25.4549,0,113,2,25.7,0,0,17,None,Sleeping
25.4549,1292,122,123.7,31.9,0,0,34,High,Walking
25.4549,363,110,37.2,28.1,0,148.5,21,Low,Normal
25.4549,435,107,42,25.4,0,8.6,23,Low,Normal
25.4549,0,109,3,27.3,0,0,15,None,Sleeping
25.4549,0,104,1,26.8,0,0,19,None,Sleeping
25.5169,0,108,1,27.4,0,0,19,None,Sleeping
25.5169,0,104,2,25.9,0,0,19,None,Sleeping
25.5169,0,103,2,25.3,0,0,19,None,Sleeping
25.5169,0,102,1,26.4,0,0,16,None,Sleeping
25.5169,0,110,3,25.3,0,0,15,None,Sleeping
25.5169,0,107,2,26.3,0,0,17,None,Sleeping
25.5169,0,105,3,26,0,0,18,None,Sleeping
25.5169,0,109,3,26.7,0,0,17,None,Sleeping
25.5169,145,114,14.7,26.8,509.8,455.4,25,None,Eating
25.5169,916,116,87.5,35.3,0,0,27,Low,Walking
25.5169,285,108,28.9,26.7,0,35.4,20,Low,Normal
25.5169,606,136,58.2,32.1,0,0,28,Low,Playing
25.5169,1035,119,99.7,30.6,0,0,32,Low,Playing
25.5169,465,107,46.9,26.1,0,182.5,17,Low,Normal
25.5169,0,105,1,24.6,0,0,17,None,Sleeping
25.5169,1118,117,107.6,29.6,0,0,30,Low,Playing
25.5169,249,103,25.5,25.8,417,189.4,24,None,Eating
25.5169,323,104,31.5,26.8,0,65.4,24,None,Normal
25.5169,1311,138,124.8,29.6,0,0,36,High,Playing
25.5169,1849,130,175.6,32.2,0,0,35,Medium,Walking
25.5169,179,114,19.9,25.2,0,72.1,27,None,Normal
25.5169,1545,133,147.9,32.3,0,0,23,Low,Playing
25.5169,1162,118,111.7,28.5,0,0,28,High,Playing
25.5169,0,109,1,24.6,0,0,16,None,Sleeping
25.4944,0,102,3,25.5,0,0,18,None,Sleeping
25.4944,0,107,3,25.8,0,0,17,None,Sleeping
25.4944,0,105,2,24.6,0,0,15,None,Sleeping
25.4944,0,106,2,24.8,0,0,15,None,Sleeping
25.4944,0,106,2,26.5,0,0,18,None,Sleeping
25.4944,0,105,1,25.1,0,0,17,None,Sleeping
25.4944,0,105,2,26.7,0,0,17,None,Sleeping
25.4944,347,113,34.7,25.8,376.6,159.3,19,None,Eating
25.4944,3119,116,296.2,32.1,0,0,26,None,Walking
25.4944,0,112,1,26.8,0,0,15,None,Sleeping
25.4944,491,112,47.3,24.7,0,198.7,19,None,Normal
25.4944,378,112,37.7,27.1,0,8.1,23,None,Normal
25.4944,738,116,72.6,28,0,0,34,Low,Playing
25.4944,368,113,35.7,26.9,0,193.6,24,None,Normal
25.4944,231,106,24.8,26.2,0,31.2,22,None,Normal
25.4944,525,110,52.5,25.8,0,110.2,18,Low,Normal
25.4944,349,117,33.9,27.2,428.5,541.8,20,None,Eating
25.4944,361,113,35.1,25.3,0,24.3,25,Low,Normal
25.4944,1646,129,156.3,30.9,0,0,27,Medium,Playing
25.4944,2738,125,260.3,32.5,0,0,32,High,Walking
25.4944,359,111,35.9,25,0,203.5,20,None,Normal
25.4944,0,112,1,25.2,0,0,18,None,Sleeping
25.4944,0,110,3,25.9,0,0,19,None,Sleeping
25.4944,0,102,3,25.8,0,0,18,None,Sleeping
25.4501,0,106,2,26,0,0,20,None,Sleeping
25.4501,0,102,1,27.4,0,0,20,None,Sleeping
25.4501,0,111,1,26.3,0,0,15,None,Sleeping
25.4501,0,110,2,24.7,0,0,18,None,Sleeping
25.4501,0,107,2,25.1,0,0,15,None,Sleeping
25.4501,0,109,2,26.4,0,0,15,None,Sleeping
25.4501,0,109,2,25.7,0,0,19,None,Sleeping
25.4501,0,109,3,27,0,0,15,None,Sleeping
25.4501,0,109,1,26.7,0,0,18,None,Sleeping
25.4501,0,106,2,26.9,0,0,17,None,Sleeping
25.4501,0,102,1,24.8,0,0,20,None,Sleeping
25.4501,1300,119,124.4,31.1,0,0,30,None,Walking
25.4501,228,105,23.5,25.3,0,111.4,23,None,Normal
25.4501,194,104,19.3,25.5,440.7,337.6,24,None,Eating
25.4501,2546,124,242.7,31.4,0,0,34,Low,Walking
25.4501,2915,112,277.5,32,0,0,27,Low,Walking
25.4501,395,112,38.2,25.7,0,144.7,20,None,Normal
25.4501,466,109,44.9,26.2,0,122,21,Low,Normal
25.4501,242,117,23.8,26.9,501.5,292.3,25,None,Eating
25.4501,860,136,82,30.2,0,0,35,Low,Playing
25.4501,264,111,27.9,26.6,0,123.9,26,None,Normal
25.4501,281,109,28.5,26,436.3,275.9,22,None,Eating
25.4501,1332,119,127.4,31.3,0,0,33,Medium,Playing
25.4501,0,108,1,26.8,0,0,15,None,Sleeping
25.4889,0,106,3,24.6,0,0,15,None,Sleeping
25.4889,0,108,1,26,0,0,19,None,Sleeping
25.4889,0,104,2,24.7,0,0,18,None,Sleeping
25.4889,0,108,2,26.4,0,0,19,None,Sleeping
25.4889,0,101,2,25.7,0,0,17,None,Sleeping
25.4889,0,107,2,24.8,0,0,18,None,Sleeping
25.4889,0,105,1,26.8,0,0,19,None,Sleeping
25.4889,0,104,2,24.7,0,0,17,None,Sleeping
25.4889,0,109,2,25.9,0,0,17,None,Sleeping
25.4889,0,109,1,24.7,0,0,18,None,Sleeping
25.4889,1279,130,122.6,33.4,0,0,33,None,Walking
25.4889,1652,135,157.8,29.4,0,0,24,Medium,Playing
25.4889,236,113,24.3,25.8,369.9,177.1,20,None,Eating
25.4889,0,105,1,25.6,0,0,19,None,Sleeping
25.4889,682,123,66.3,31.4,0,0,24,High,Playing
25.4889,2959,136,280.1,32.8,0,0,25,Low,Walking
25.4889,2802,125,266.3,30.9,0,0,32,Low,Walking
25.4889,2200,130,210.5,33.6,0,0,36,None,Walking
25.4889,619,129,61.4,30.7,0,0,24,Low,Playing
25.4889,311,113,31.3,27.6,521.4,204.9,24,None,Eating
25.4889,298,109,30.1,26.7,0,1.8,23,Low,Normal
25.4889,343,109,33.3,28.2,0,119.3,24,None,Normal
25.4889,0,105,3,26.1,0,0,20,None,Sleeping
25.4889,462,114,45.6,28.5,0,59.5,18,Low,Normal
25.4291,0,106,1,26.4,0,0,17,None,Sleeping
25.4291,0,105,3,25.8,0,0,19,None,Sleeping
25.4291,0,104,1,25.6,0,0,19,None,Sleeping
25.4291,0,107,1,24.7,0,0,20,None,Sleeping
25.4291,0,112,1,26.1,0,0,16,None,Sleeping
25.4291,0,101,3,25.2,0,0,15,None,Sleeping
25.4291,0,110,1,24.8,0,0,20,None,Sleeping
25.4291,0,112,1,25.4,0,0,18,None,Sleeping
25.4291,224,112,22.1,28.3,576.5,196.6,19,None,Eating
25.4291,3013,125,285.5,31.6,0,0,31,High,Walking
25.4291,1287,121,122.1,31,0,0,26,High,Playing
25.4291,355,115,35.4,27.5,0,124.3,20,None,Normal
25.4291,372,106,38,26.9,0,1.5,22,None,Normal
25.4291,1505,135,143.6,29.3,0,0,30,High,Playing
25.4291,628,130,60.1,30.9,0,0,30,Low,Playing
25.4291,1104,139,105.9,30.3,0,0,25,Low,Playing
25.4291,207,116,22.5,27.8,395.7,415.9,23,None,Eating
25.4291,302,114,31.4,25.1,0,56.7,27,None,Normal
25.4291,261,103,26.6,27.9,0,33.5,23,None,Normal
25.4291,1273,127,120.8,27.6,0,0,26,Medium,Playing
25.4291,2920,135,277.7,28.8,0,0,31,High,Walking
25.4291,1246,113,120.2,28.2,0,0,23,Low,Playing
25.4291,0,104,3,26.9,0,0,18,None,Sleeping
25.4291,0,106,2,25.3,0,0,15,None,Sleeping
25.3697,0,108,2,27.4,0,0,19,None,Sleeping
25.3697,0,107,3,25.7,0,0,19,None,Sleeping
25.3697,0,105,3,26.7,0,0,20,None,Sleeping
25.3697,0,112,2,26.8,0,0,19,None,Sleeping
25.3697,0,108,3,26.4,0,0,15,None,Sleeping
25.3697,0,111,3,25,0,0,19,None,Sleeping
25.3697,0,110,3,27.3,0,0,16,None,Sleeping
25.3697,0,104,3,25.5,0,0,16,None,Sleeping
25.3697,0,105,3,25.9,0,0,19,None,Sleeping
25.3697,272,114,27.5,26.6,504,390.9,23,None,Eating
25.3697,2733,133,259.5,31.6,0,0,30,None,Walking
25.3697,0,109,3,25.6,0,0,18,None,Sleeping
25.3697,922,128,89.5,27.7,0,0,29,Medium,Playing
25.3697,522,111,51,27.6,0,207.6,23,Low,Normal
25.3697,0,103,1,26.7,0,0,17,None,Sleeping
25.3697,0,110,3,27.2,0,0,17,None,Sleeping
25.3697,288,108,29,29.4,539.1,555.8,26,None,Eating
25.3697,0,109,2,25.6,0,0,16,None,Sleeping
25.3697,1415,113,135.8,30.5,0,0,28,High,Playing
25.3697,392,105,38.8,28.1,0,156,21,None,Normal
25.3697,1777,116,169.8,32.4,0,0,29,Low,Walking
25.3697,430,114,43.4,25.8,0,218,23,None,Normal
25.3697,0,112,1,25,0,0,18,None,Sleeping
25.3697,0,112,3,26.7,0,0,18,None,Sleeping
25.3906,0,109,3,27,0,0,16,None,Sleeping
25.3906,0,104,2,26.8,0,0,15,None,Sleeping
25.3906,0,102,1,27.1,0,0,18,None,Sleeping
25.3906,0,112,3,26.8,0,0,20,None,Sleeping
25.3906,0,110,1,25.8,0,0,18,None,Sleeping
25.3906,0,104,3,25.4,0,0,17,None,Sleeping
25.3906,0,113,1,24.9,0,0,17,None,Sleeping
25.3906,125,104,13.7,27.8,536,553.6,24,None,Eating
25.3906,1041,129,99.8,32.3,0,0,36,Medium,Walking
25.3906,439,114,42.2,25.6,0,206.4,25,None,Normal
25.3906,484,113,47.5,27.4,0,72.1,25,Low,Normal
25.3906,282,116,29.5,26.6,0,108.9,20,Low,Normal
25.3906,359,113,35.7,28.7,0,146.7,22,None,Normal
25.3906,176,107,18.5,27.3,0,35.2,23,Low,Normal
25.3906,743,130,72.8,30.7,0,0,33,Medium,Playing
25.3906,0,105,2,27.5,0,0,20,None,Sleeping
25.3906,443,110,42.6,29.1,0,170.1,26,Low,Normal
25.3906,186,103,18.5,29.2,492.2,437.1,28,None,Eating
25.3906,0,103,2,26.8,0,0,16,None,Sleeping
25.3906,953,119,90.5,30.1,0,0,27,High,Playing
25.3906,1140,131,108.1,30.2,0,0,27,None,Walking
25.3906,432,105,41.6,26.8,0,162.1,22,Low,Normal
25.3906,0,105,3,27.5,0,0,20,None,Sleeping
25.3906,0,109,1,26.4,0,0,16,None,Sleeping
25.4355,0,108,1,27.3,0,0,20,None,Sleeping
25.4355,0,104,1,24.9,0,0,18,None,Sleeping
25.4355,0,110,2,24.6,0,0,20,None,Sleeping
25.4355,0,111,1,26.3,0,0,18,None,Sleeping
25.4355,0,108,2,26,0,0,18,None,Sleeping
25.4355,0,103,3,24.5,0,0,19,None,Sleeping
25.4355,0,107,2,26.2,0,0,20,None,Sleeping
25.4355,104,112,11.8,27.4,357.3,245.7,25,None,Eating
25.4355,1703,128,163.3,34.3,0,0,32,Low,Walking
25.4355,0,103,1,26.8,0,0,20,None,Sleeping
25.4355,415,110,40.1,28.9,0,170.1,20,None,Normal
25.4355,206,105,21.4,26.3,0,138.7,22,Low,Normal
25.4355,423,112,41.8,26.2,0,163,19,Low,Normal
25.4355,1001,123,95.2,31.7,0,0,23,High,Playing
25.4355,127,110,14,25.1,0,65.6,23,Low,Normal
25.4355,459,103,46.2,25.3,0,182.1,21,None,Normal
25.4355,189,108,18.8,27.1,0,143.7,24,Low,Normal
25.4355,296,107,29.9,28.3,460,133.1,20,None,Eating
25.4355,0,109,1,27.3,0,0,19,None,Sleeping
25.4355,1465,139,139.9,33.3,0,0,26,None,Walking
25.4355,521,105,51,25.9,0,173.9,22,None,Normal
25.4355,0,109,1,25.4,0,0,17,None,Sleeping
25.4355,0,105,2,27.3,0,0,19,None,Sleeping
25.4355,0,110,2,24.9,0,0,17,None,Sleeping
25.4517,0,108,1,26.9,0,0,20,None,Sleeping
25.4517,0,110,1,24.8,0,0,18,None,Sleeping
25.4517,0,106,2,25,0,0,18,None,Sleeping
25.4517,0,104,3,26,0,0,19,None,Sleeping
25.4517,0,101,3,26.6,0,0,16,None,Sleeping
25.4517,0,111,3,25.7,0,0,17,None,Sleeping
25.4517,0,104,1,25,0,0,18,None,Sleeping
25.4517,0,110,2,25.1,0,0,19,None,Sleeping
25.4517,210,106,21.8,27.1,313.4,395.6,27,None,Eating
25.4517,2941,134,279,32.7,0,0,24,Low,Walking
25.4517,204,106,21.2,27.2,0,179.8,23,Low,Normal
25.4517,0,110,2,25.2,0,0,15,None,Sleeping
25.4517,0,101,3,25.6,0,0,19,None,Sleeping
25.4517,547,126,52.5,32,0,0,35,Medium,Playing
25.4517,148,106,16.9,26.9,0,19.5,19,Low,Normal
25.4517,1326,122,127.9,29.2,0,0,35,Low,Playing
25.4517,169,104,17.9,26.1,495.7,313.9,20,None,Eating
25.4517,0,102,2,27.4,0,0,20,None,Sleeping
25.4517,0,112,3,24.8,0,0,15,None,Sleeping
25.4517,416,112,40.2,26,0,124.8,25,None,Normal
25.4517,924,128,90,31.8,0,0,28,Low,Walking
25.4517,0,111,3,25.8,0,0,18,None,Sleeping
25.4517,0,108,3,26.3,0,0,18,None,Sleeping
25.4517,0,105,3,26.8,0,0,20,None,Sleeping
25.4656,0,110,3,27,0,0,15,None,Sleeping
25.4656,0,109,2,25,0,0,18,None,Sleeping
25.4656,0,108,1,25,0,0,17,None,Sleeping
25.4656,0,105,2,25.5,0,0,19,None,Sleeping
25.4656,0,109,2,26.1,0,0,17,None,Sleeping
25.4656,0,106,1,27.4,0,0,18,None,Sleeping
25.4656,0,109,2,26,0,0,19,None,Sleeping
25.4656,0,107,1,27.3,0,0,19,None,Sleeping
25.4656,0,105,2,25.5,0,0,17,None,Sleeping
25.4656,0,112,1,24.5,0,0,16,None,Sleeping
25.4656,1558,126,148.8,33.5,0,0,33,High,Walking
25.4656,334,113,34.5,24.8,430,483.1,20,None,Eating
25.4656,652,120,62.4,29.9,0,0,29,Medium,Playing
25.4656,383,109,37.1,26.9,0,105.2,20,None,Normal
25.4656,0,103,1,24.8,0,0,15,None,Sleeping
25.4656,2158,115,205.3,35.1,0,0,35,High,Walking
25.4656,2629,118,250.7,29.3,0,0,37,None,Walking
25.4656,0,102,3,25.8,0,0,20,None,Sleeping
25.4656,226,114,22.3,27.5,511.8,480.5,25,None,Eating
25.4656,332,108,33.3,27,0,144.4,22,Low,Normal
25.4656,338,113,33.8,28.3,0,2.8,23,None,Normal
25.4656,348,113,35.8,26.9,517.7,183.3,26,None,Eating
25.4656,464,120,44.7,32,0,0,27,Medium,Playing
25.4656,0,104,1,25.4,0,0,16,None,Sleeping
25.5343,0,110,3,26,0,0,17,None,Sleeping
25.5343,0,103,2,26.5,0,0,17,None,Sleeping
25.5343,0,111,2,25.5,0,0,19,None,Sleeping
25.5343,0,107,2,24.7,0,0,19,None,Sleeping
25.5343,0,113,3,26,0,0,20,None,Sleeping
25.5343,0,109,3,26.3,0,0,16,None,Sleeping
25.5343,0,107,2,27.3,0,0,19,None,Sleeping
25.5343,0,109,1,25.2,0,0,15,None,Sleeping
25.5343,0,106,3,24.7,0,0,16,None,Sleeping
25.5343,2143,122,203.5,33.7,0,0,35,High,Walking
25.5343,144,111,15.6,25.9,558.3,188.8,21,None,Eating
25.5343,223,108,24.1,26.8,0,113.9,22,Low,Normal
25.5343,0,111,1,26.5,0,0,19,None,Sleeping
25.5343,0,105,1,26.3,0,0,17,None,Sleeping
25.5343,2086,122,198.1,30.6,0,0,28,None,Walking
25.5343,1876,127,178.2,30.5,0,0,32,Low,Walking
25.5343,2677,123,253.9,32.9,0,0,30,None,Walking
25.5343,139,114,15.1,26.1,0,73.3,21,Low,Normal
25.5343,415,110,40.2,25.6,0,206.5,23,None,Normal
25.5343,212,113,22,27.6,496.9,161.3,25,None,Eating
25.5343,406,128,39.4,25.9,0,223.7,25,High,Normal
25.5343,265,132,27,26,377.6,271,26,High,Eating
25.5343,331,129,33.3,26.3,0,112.3,25,Medium,Normal
25.5343,0,103,1,25.4,0,0,19,None,Sleeping
25.5809,0,110,3,24.9,0,0,18,None,Sleeping
25.5809,0,111,2,26.4,0,0,17,None,Sleeping
25.5809,0,110,3,26.8,0,0,17,None,Sleeping
25.5809,0,112,2,27.4,0,0,15,None,Sleeping
25.5809,0,106,1,26.9,0,0,17,None,Sleeping
25.5809,0,101,3,25.7,0,0,15,None,Sleeping
25.5809,0,109,2,26,0,0,16,None,Sleeping
25.5809,277,106,29.2,26.7,419.2,333.1,21,None,Eating
25.5809,2112,124,200.9,30.4,0,0,23,High,Walking
25.5809,1381,119,131.7,29.1,0,0,32,Medium,Playing
25.5809,359,109,36,27.4,0,79.9,22,Low,Normal
25.5809,388,107,39.7,25.2,0,148.3,21,Low,Normal
25.5809,361,114,37.2,26.1,0,170,19,Low,Normal
25.5809,440,108,44.6,25.1,0,161.5,19,None,Normal
25.5809,521,114,50.3,26.1,0,31.2,20,Low,Normal
25.5809,552,110,54.2,25.3,0,93.4,19,None,Normal
25.5809,411,112,41.9,26.8,0,84.9,25,Low,Normal
25.5809,238,113,24.5,25.7,375.2,191.7,28,None,Eating
25.5809,418,113,40.6,27.3,0,39.5,25,None,Normal
25.5809,2846,123,272.4,34.7,0,0,24,Low,Walking
25.5809,389,115,37.8,27.7,0,38.8,24,None,Normal
25.5809,470,114,47.5,27.1,0,131.5,16,None,Normal
25.5809,0,105,3,27.3,0,0,15,None,Sleeping
25.5809,0,101,1,25.9,0,0,16,None,Sleeping
25.5401,0,110,3,27.4,0,0,17,None,Sleeping
25.5401,0,103,3,27.1,0,0,20,None,Sleeping
25.5401,0,109,3,25.8,0,0,15,None,Sleeping
25.5401,0,109,2,24.6,0,0,17,None,Sleeping
25.5401,0,105,3,25.1,0,0,20,None,Sleeping
25.5401,0,104,3,25,0,0,20,None,Sleeping
25.5401,0,111,3,25.7,0,0,15,None,Sleeping
25.5401,0,106,3,26.7,0,0,15,None,Sleeping
25.5401,257,112,26.3,27.2,394.6,519.4,20,None,Eating
25.5401,1923,121,184.7,32.5,0,0,34,Low,Walking
25.5401,1121,118,107.9,32.2,0,0,33,Low,Playing
25.5401,0,102,1,26.5,0,0,18,None,Sleeping
25.5401,0,101,3,25.2,0,0,15,None,Sleeping
25.5401,552,111,53.2,26.8,0,48.4,26,Low,Normal
25.5401,582,110,57,27.6,0,176.3,20,Low,Normal
25.5401,234,105,24.1,26.7,0,121.2,22,None,Normal
25.5401,0,110,1,26.9,0,0,19,None,Sleeping
25.5401,361,105,37.1,25.4,353,206.2,19,None,Eating
25.5401,340,104,34.1,25.2,0,66.3,24,None,Normal
25.5401,3004,133,285.9,34,0,0,36,High,Walking
25.5401,425,108,43.2,27.4,0,67.1,20,Low,Normal
25.5401,0,102,3,26.3,0,0,17,None,Sleeping
25.5401,0,113,2,27.3,0,0,17,None,Sleeping
25.5401,0,108,3,27.3,0,0,15,None,Sleeping
25.5217,0,112,3,26.2,0,0,16,None,Sleeping
25.5217,0,112,3,26.9,0,0,17,None,Sleeping
25.5217,0,104,3,26.5,0,0,18,None,Sleeping
25.5217,0,104,3,27.1,0,0,16,None,Sleeping
25.5217,0,108,2,27,0,0,15,None,Sleeping
25.5217,0,111,2,26.6,0,0,17,None,Sleeping
25.5217,0,110,3,27.4,0,0,16,None,Sleeping
25.5217,0,102,2,26.8,0,0,17,None,Sleeping
25.5217,0,111,2,27,0,0,19,None,Sleeping
25.5217,284,108,28.8,26.8,544.1,553,19,None,Eating
25.5217,1001,113,95.5,31.7,0,0,37,Low,Walking
25.5217,0,109,2,27,0,0,19,None,Sleeping
25.5217,269,106,28.4,26.8,0,71.3,23,Low,Normal
25.5217,238,112,23.5,27.1,0,27.8,22,None,Normal
25.5217,196,113,19.5,25.7,0,15,21,None,Normal
25.5217,1558,129,150.1,30.4,0,0,30,Low,Playing
25.5217,148,103,15,25.6,0,151.8,21,Low,Normal
25.5217,213,115,22.1,28.6,579,120.4,22,None,Eating
25.5217,0,112,2,27.3,0,0,19,None,Sleeping
25.5217,1813,130,172.2,29.8,0,0,34,None,Walking
25.5217,834,131,81.8,30,0,0,33,Low,Playing
25.5217,475,108,47.9,27.6,0,209.8,27,None,Normal
25.5217,0,113,1,25.6,0,0,17,None,Sleeping
25.5217,0,109,3,26.8,0,0,17,None,Sleeping
25.5746,0,104,3,25.9,0,0,18,None,Sleeping
25.5746,0,110,2,24.6,0,0,19,None,Sleeping
25.5746,0,111,3,24.9,0,0,17,None,Sleeping
25.5746,0,112,3,24.9,0,0,15,None,Sleeping
25.5746,0,103,1,26.4,0,0,15,None,Sleeping
25.5746,0,112,1,26.7,0,0,18,None,Sleeping
25.5746,0,108,3,26.8,0,0,18,None,Sleeping
25.5746,274,114,28.9,27.5,339.1,339.8,23,None,Eating
25.5746,1219,128,117.3,29.3,0,0,25,None,Walking
25.5746,0,102,3,24.9,0,0,16,None,Sleeping
25.5746,0,105,1,27.1,0,0,19,None,Sleeping
25.5746,355,102,34.6,27.7,0,111,23,None,Normal
25.5746,411,120,39.9,31,0,0,31,Low,Playing
25.5746,1001,113,95.7,31.7,0,0,29,High,Playing
25.5746,439,109,44.5,27.3,0,150.9,16,None,Normal
25.5746,1439,126,138.2,30.9,0,0,28,High,Playing
25.5746,98,104,12.3,27.1,387,530.3,19,None,Eating
25.5746,0,104,3,26.4,0,0,15,None,Sleeping
25.5746,233,105,24,29.3,0,2.5,27,Low,Normal
25.5746,858,120,84.2,33,0,0,26,Low,Walking
25.5746,274,109,28.9,28.6,0,193.2,21,Low,Normal
25.5746,0,113,1,26.8,0,0,17,None,Sleeping
25.5746,0,103,1,26.8,0,0,15,None,Sleeping
25.5746,0,107,2,25.3,0,0,16,None,Sleeping
25.5812,0,105,2,24.6,0,0,16,None,Sleeping
25.5812,0,105,1,24.9,0,0,15,None,Sleeping
25.5812,0,111,1,24.6,0,0,15,None,Sleeping
25.5812,0,108,3,25.2,0,0,15,None,Sleeping
25.5812,0,108,2,27.4,0,0,17,None,Sleeping
25.5812,0,106,3,25.6,0,0,18,None,Sleeping
25.5812,0,107,3,25.8,0,0,18,None,Sleeping
25.5812,0,105,1,26.5,0,0,20,None,Sleeping
25.5812,0,106,2,26.7,0,0,17,None,Sleeping
25.5812,283,107,28.8,27.7,535.8,328.1,21,None,Eating
25.5812,2389,116,227.1,33.4,0,0,31,Low,Walking
25.5812,309,116,31.2,27.3,0,53.6,22,None,Normal
25.5812,0,107,2,25.9,0,0,20,None,Sleeping
25.5812,309,112,32.2,24.9,0,69.2,22,Low,Normal
25.5812,359,116,35,24.5,0,3.9,20,None,Normal
25.5812,256,109,26.2,25.8,0,145.5,21,None,Normal
25.5812,187,109,19.7,25.7,392.4,485.9,23,None,Eating
25.5812,277,115,28.2,25.6,0,217.6,21,Low,Normal
25.5812,213,115,23.2,27.9,0,31.8,21,Low,Normal
25.5812,759,127,73.8,33.2,0,0,26,High,Walking
25.5812,449,103,45.5,24.9,0,159.7,16,None,Normal
25.5812,264,111,27,28.1,0,208.7,16,Low,Normal
25.5812,457,109,45.3,24.6,0,139.3,16,Low,Normal
25.5812,0,110,1,26,0,0,16,None,Sleeping
25.6155,0,113,3,26.5,0,0,18,None,Sleeping
25.6155,0,111,1,26.9,0,0,18,None,Sleeping
25.6155,0,110,1,25.9,0,0,17,None,Sleeping
25.6155,0,110,2,27.1,0,0,17,None,Sleeping
25.6155,0,104,1,26.4,0,0,17,None,Sleeping
25.6155,0,111,3,25.4,0,0,18,None,Sleeping
25.6155,0,111,2,26.6,0,0,18,None,Sleeping
25.6155,0,101,1,25.2,0,0,17,None,Sleeping
25.6155,0,108,3,25.4,0,0,18,None,Sleeping
25.6155,1611,125,155.7,34.4,0,0,35,Medium,Walking
25.6155,315,114,32.9,26.3,580.9,298.5,21,None,Eating
25.6155,385,113,39.5,27.2,0,58.4,20,Low,Normal
25.6155,452,109,45.8,24.7,0,41.2,22,None,Normal
25.6155,0,106,3,26.8,0,0,16,None,Sleeping
25.6155,2250,137,216.2,32.6,0,0,35,High,Walking
25.6155,1743,122,166.2,31.6,0,0,30,Low,Walking
25.6155,909,123,89.2,33.6,0,0,32,None,Walking
25.6155,308,107,31.2,27.1,0,144.6,25,Low,Normal
25.6155,339,107,35.1,28.4,0,11.2,23,None,Normal
25.6155,250,113,25.7,27.3,493.8,474.1,22,None,Eating
25.6155,815,119,78.2,31.5,0,0,29,Low,Playing
25.6155,863,123,83.8,30.3,0,0,32,High,Playing
25.6155,390,105,40,27.6,0,109.9,23,None,Normal
25.6155,0,109,1,24.9,0,0,19,None,Sleeping
25.6174,0,109,3,24.9,0,0,20,None,Sleeping
25.6174,0,109,2,26.4,0,0,15,None,Sleeping
25.6174,0,111,3,24.6,0,0,19,None,Sleeping
25.6174,0,112,2,27.2,0,0,19,None,Sleeping
25.6174,0,112,1,25.8,0,0,17,None,Sleeping
25.6174,0,102,3,27.4,0,0,16,None,Sleeping
25.6174,0,102,1,24.6,0,0,18,None,Sleeping
25.6174,0,109,1,25.5,0,0,15,None,Sleeping
25.6174,0,107,1,27.5,0,0,17,None,Sleeping
25.6174,0,107,3,25.4,0,0,16,None,Sleeping
25.6174,2287,129,219.8,29.6,0,0,33,High,Walking
25.6174,510,113,50.3,27.1,0,15,20,Low,Normal
25.6174,205,105,20.4,28.1,567,400.4,17,None,Eating
25.6174,329,102,33.2,27,0,71.9,23,None,Normal
25.6174,2887,119,274.6,34.3,0,0,40,High,Walking
25.6174,1295,119,125.7,34.9,0,0,30,High,Walking
25.6174,1601,127,154.7,28.4,0,0,25,Low,Playing
25.6174,218,108,22.7,27,593.3,543.5,21,None,Eating
25.6174,396,106,40.5,27.2,0,127.5,24,None,Normal
25.6174,215,106,21.4,26.8,0,107.9,23,Low,Normal
25.6174,308,111,31.2,29,0,82.2,22,Low,Normal
25.6174,322,108,33.5,25.8,535.7,529.5,24,None,Eating
25.6174,371,106,38.2,26,0,10,21,None,Normal
25.6174,0,109,2,26.5,0,0,19,None,Sleeping
25.6964,0,103,2,27.4,0,0,19,None,Sleeping
25.6964,0,106,3,25.1,0,0,15,None,Sleeping
25.6964,0,105,2,25.4,0,0,19,None,Sleeping
25.6964,0,108,1,24.7,0,0,17,None,Sleeping
25.6964,0,107,1,26.7,0,0,18,None,Sleeping
25.6964,0,106,3,24.7,0,0,18,None,Sleeping
25.6964,0,111,3,26.4,0,0,19,None,Sleeping
25.6964,0,108,2,24.7,0,0,20,None,Sleeping
25.6964,0,104,2,24.7,0,0,18,None,Sleeping
25.6964,199,109,21.9,28.1,345.7,416.5,23,None,Eating
25.6964,874,122,84.1,29.1,0,0,33,None,Walking
25.6964,515,117,52,30.4,0,0,32,Low,Playing
25.6964,292,115,28.8,26.1,0,53.4,24,None,Normal
25.6964,309,114,31.4,25.6,0,161.5,21,None,Normal
25.6964,570,114,57.2,25.7,0,103.3,20,None,Normal
25.6964,447,109,43.5,26.4,0,97.4,22,Low,Normal
25.6964,114,109,11.8,26.5,517.3,341.1,20,None,Eating
25.6964,320,115,32.4,26.7,0,204.8,24,Low,Normal
